Incident_ID,Date,Quarter,School,City,State,School_Level,During_School,Summary
20170920ILMAM,2017/9/20,Fall,Mattoon High School,Mattoon,IL,High,Yes,Shooting in school cafeteria
20170913WAFRR,2017/9/13,Fall,Freeman High School,Rockford,WA,High,Yes,Bullied at school
20170908OHCOC,2017/9/8,Fall,Columbus Scioto 6-12,Columbus,OH,6-12,Yes,Shooting by emotionally disturbed student
20170908ARNON,2017/9/8,Fall,North Little Rock High School,North Little Rock,AR,High,No,Teen shot in parking lot during football game
20170831CAARS,2017/8/31,Summer,Arroyo Valley High School,San Bernardino,CA,High,No,Shooting at football stadium following a fight inside
20170817GALIL,2017/8/17,Summer,Lithia Spring High,Lithia Springs,GA,High,Yes,Teacher attempted suicide inside school during school day
20170813NYHUH,2017/8/13,Summer,Hudson County School Bus,Hudson,NY,null,null,2 children shot on school bus
20170801GABAV,2017/8/1,Summer,Bazemore-Hyder Stadium (Valdosta High School),Valdosta,GA,High,No,Female students shot during high school football practice
20170721UTSPS,2017/7/21,Summer,Spanish Fork High School,Spanish Fork,UT,High,No,"Shots fired during shooting in school parking lot, killed himself when confronted by police"
20170719WIHIM,2017/7/19,Summer,Hickman Academy Preparatory School,Milwaukee,WI,High,No,Shot multiple times inside the school gym during basketball game
20170622SCWIF,2017/6/22,Summer,Wilson High School,Florence,SC,High,Yes,Shot self in foot in car in parking lot
20170616ILWAC,2017/6/16,Summer,Warren Elementary School,Chicago,IL,Elementary,Yes,Suspected gang attack on 2 former students; Victims were not the targets
20170526OKMCT,2017/5/26,Spring,McLain High School,Tulsa,OK,High,No,Student shot another student during a football game inside the stadium
20170524NEMCO,2017/5/24,Spring,McMillan Middle School,Omaha,NE,Middle,No,Shot in chest in school parking lot during robbery
20170524ALGRG,2017/5/24,Spring,Greensboro High School,Greensboro,AL,High,Yes,Shot fired during argument outside of school
20170523TXKEK,2017/5/23,Spring,Kerbyville High School,Kirbyville,TX,High,No,Principal resigned and shot self in parking lot
20170515LAMOL,2017/5/15,Spring,Moss Bluff Elementary School,Lake Charles,LA,Elementary,Yes,Accidental discharge when gun fell out of backpack
20170415OKBOT,2017/4/15,Spring,Booker T. Washington High School,Tulsa,OK,High,No,Man shot in parking lot following basketball game for unknown reason
20170415ORMEP,2017/4/15,Spring,Menlo Park Elementary School,Portland,OR,Elementary,No,Man shot and killed on the recreation field of the school
20170410CANOS,2017/4/10,Spring,North Park Elementary School,San Bernardino,CA,Elementary,Yes,"Killed teacher (estranged wife) and then shot self in school classroom, two student struck"
20170328PALIP,2017/3/28,Spring,Linton Middle School,Penn Hills,PA,Middle,No,Attempted robbery gone wrong
20170321CAKIK,2017/3/21,Spring,King City High School,King City,CA,High,Yes,Drive-by outside of school
20170316ALROM,2017/3/16,Spring,Robert E. Lee High School,Montgomery,AL,High,Yes,"Student fired shot at targeted student leaving school, missed and struck female student"
20170218MNMAM,2017/2/18,Winter,Maplewood Middle School,Maplewood,MN,Middle,No,"Estranged fiance kidnaps the mother of his child (victim), kills himself at the school's parking lot, no relation to school"
20170206LASCB,2017/2/6,Winter,Scotlandville Magnet High School,Baton Rouge,LA,High,Yes,Shots fired (all missed) during argument
20170127SCSOA,2017/1/27,Winter,South Aiken High School,Aiken,SC,High,No,Fight outside basketball game (rival schools)
20170127ILSCN,2017/1/27,Winter,Thomas G Scullen Middle School,Naperville,IL,Middle,No,Adult male fatally shot in the parking lot while picking up child
20170120OHWEW,2017/1/20,Winter,West Liberty-Salem High School,West Liberty,OH,High,Yes,"Student snuck shotgun into school, prepared in bathroom, shot student who surprised him, then fired into two classrooms"
20170117FLFRE,2017/1/17,Winter,Franklin County Elementary School,Eastpoint,FL,Elementary,Yes,Gun discharged in car while parent was picking child up
20170110ALALA,2017/1/10,Winter,Alexander City Middle School,Alexander City,AL,Middle,Yes,"Student showing off gun, accidentally discharged"
20170101DELAH,2017/1/1,Winter,Lake Forest South Elementary School,Harrington,DE,Elementary,No,Fight broke out among teens playing football on school grounds
20161216FLSAJ,2016/12/16,Winter,Samuel W. Wolfson High School,Jacksonville,FL,High,Yes,Teen shot BB gun at bus breaking window and injuring student inside
20161209NVHUR,2016/12/9,Winter,Hug High School,Reno,NV,High,Yes,Officer shot student holding knife
20161209MOBAS,2016/12/9,Winter,Bayless High School,St. Louis,MO,High,No,Fight ensued over a $5 debt
20161201UTMUB,2016/12/1,Winter,Mueller Park Junior High School,Bountiful,UT,Junior High,No,"Fired shotgun into classroom ceiling and threatened to kill self, surrendered to parents"
20161117MNCRS,2016/11/17,Fall,Crossroads Elementary School,St. Paul,MN,Elementary,Yes,Accidental discharge while showing off gun
20161111MIBAA,2016/11/11,Fall,Bay City Western High School,Auburn,MI,High,Yes,Accidental discharge by SRO. Attempted to cover-up discharge and was arrested.
20161103COBEB,2016/11/3,Fall,Berthoud High School,Berthoud,CO,High,No,Shot self inside the school
20161102COGRG,2016/11/2,Fall,Grand Junction High School,Grand Junction,CO,High,Yes,Shot self in parking lot
20161025UTUNS,2016/10/25,Fall,Union Middle School,Sandy,UT,Middle,Yes,Planned fight after school
20161018CAJUS,2016/10/18,Fall,June Jordan High School for Equity,San Francisco,CA,High,No,Shooting in parking lot
20161015GABEA,2016/10/15,Fall,Benjamin E. Mays High School,Atlanta,GA,High,No,Shots fired from a car in the parking lot after an evening football game
20161013OHLIC,2016/10/13,Fall,Linden McKinley STEM Academy,Columbus,OH,High,No,Drive-by involving gang members outside of school
20161011ALVIM,2016/10/11,Fall,Vigor High School,Mobile,AL,High,No,"Escalated argument, allegedly about money"
20161006TXDUF,2016/10/6,Fall,Dunbar HIgh School,Fort Worth,TX,High,No,Shooting by gang members at football game
20160930ILCHC,2016/9/30,Fall,Christ of King Jesuit College Prep (bus),Chicago,IL,High,Yes,Shots fired at bus
20160928SCTOT,2016/9/28,Fall,Townville Elementary School,Townville,SC,Elementary,Yes,"Planned attack, wanted to be the youngest mass shooter and to outdo previous shootings"
20160928TNSYP,2016/9/28,Fall,Sycamore Middle School,Pleasant View,TN,Middle,Yes,"Student told school counselor he planned to kill students and teachers, showed her gun, she talked him down"
20160927OHELC,2016/9/27,Fall,Elder High School,Cincinnati,OH,High,No,3 shot after soccer game concluded
20160926MSTAJ,2016/9/26,Fall,T A Wilson Academy (bus),Jackson,MS,High,Yes,Shots fired during fight while getting onto school bus
20160909PASMY,2016/9/9,Fall,Small Athletic Field (William Penn Senior High School game),York,PA,High,No,Shooting in parking lot after argument during the game
20160909IACEC,2016/9/9,Fall,Cedar Rapids Jefferson High School,Cedar Rapids,IA,High,Yes,Suicide in school auditorium
20160908TXALA,2016/9/8,Fall,Alpine High School,Alpine,TX,High,Yes,Attempted murder-suicide in school bathroom
20160907MIDED,2016/9/7,Fall,Detroit Collegiate Preparatory High School,Detroit,MI,High,Yes,Shots fired at principal's car
20160902OKMCT,2016/9/2,Fall,McClain High School,Tulsa,OK,High,No,Gang-related altercation just before the shots were fired
20160819FLSOM,2016/8/19,Summer,Southridge High School,Miami,FL,High,No,Shots fired in parking lot during football game
20160817OHWEC,2016/8/17,Summer,Wedgewood Middle School,Columbus,OH,Middle,No,2 people shot in a car; shooter was in another car
20160725MOAVA,2016/7/25,Summer,Ava High School,Ava,MO,High,No,Planned fight in school parking lot
20160630CAWOH,2016/6/30,Summer,Woodrow Wilson Junior High School,Hanford,CA,Junior High,No,"Motive unknown, gang task force investigated, no evident gang affiliation of the victim"
20160616ILMCC,2016/6/16,Summer,Mcnair Elementary School,Chicago,IL,Elementary,Yes,School employee shot in the head outside of the school
20160608MAJED,2016/6/8,Summer,Jeremiah Burke High School,Dorchester,MA,High,Yes,"Drive-by, victim targeted, shooters have extended criminal history"
20160515KSAUA,2016/5/15,Spring,Augusta High School,Augusta,KS,High,No,Accidental discharge adjusting gun during graduation
20160513SCSOG,2016/5/13,Spring,Southside High School,Greenville,SC,High,Yes,Accidental discharge of gun in backpack
20160506IDROT,2016/5/6,Spring,Robert Stuart Middle School,Twin Falls,ID,Middle,Yes,Accidental discharge of gun in backpack
20160506FLOSP,2016/5/6,Spring,Oscar Patterson Elementary School,Panama City,FL,Elementary,Yes,Accidental discharge during interview of school employee
20160505MDHIB,2016/5/5,Spring,High Point High School,Beltsville,MD,High,No,"Domestic, killed ex-wife in parking lot"
20160504COEAP,2016/5/4,Spring,East High School,Pueblo,CO,High,No,"Drive-by, teacher injured, most likely targeted, murder-suicide"
20160502TXKID,2016/5/2,Spring,Kimball High School,Dallas,TX,High,Yes,Accidental discharge showing off gun
20160423WIANA,2016/4/23,Spring,Antigo High School,Antigo,WI,High,No,Shot ex-girlfriend after break-up
20160315ALHUB,2016/3/15,Spring,Huffman High School,Birmingham,AL,High,Yes,Shots fired during fight
20160229OHMAM,2016/2/29,Winter,Madison High School,Middletown,OH,High,Yes,Fired multiple shots in school cafeteria
20160226TXPAP,2016/2/26,Winter,Palestine High School,Palestine,TX,High,No,Ex-husband shoots ex-wife and her boyfriend
20160217PACHC,2016/2/17,Winter,Chester High School (bus),Chester,PA,High,Yes,Gang related; Shot another student while exiting school bus
20160217FLROH,2016/2/17,Winter,Rock Crusher Elementary School,Homosassa,FL,Elementary,Yes,"Parent dropped gun, parent told janitor who picked it up and accidentally fired"
20160212AZING,2016/2/12,Winter,Independence High School,Glendale,AZ,High,Yes,Murder-suicide between 2 female students
20160209MIMUM,2016/2/9,Winter,Muskegon Heights High School,Muskegon Heights,MI,High,No,Gang related shooting after basketball game
20160129PABEP,2016/1/29,Winter,Benjamin Franklin High School,Philadelphia,PA,High,Yes,Shots fired during fight in school hallway
20160122INLAI,2016/1/22,Winter,Lawrence Central High School,Indianapolis,IN,High,No,Shots during fight at basketball game
20160120INNOI,2016/1/20,Winter,Northwestern Community High School,Indianapolis,IN,High,Yes,Accidental discharge of gun in car
20160113ARHAB,2016/1/13,Winter,Harmony Grove High School,Benton,AR,High,No,Accidental discharge in parking lot
20160112DECED,2016/1/12,Winter,Central Middle School,Dover,DE,Middle,Yes,Accidental discharge in bathroom
20151204KSWEW,2015/12/4,Winter,West High School,Wichita,KS,High,No,17YOM student with gun attempted to flee into school was shot by police
20151120FLNAM,2015/11/20,Fall,Nathaniel “Traz” Powell Stadium (high school game),Miami,FL,High,No,Shots fired in stands at end of football game
20151111ARSUS,2015/11/11,Fall,Sulphur Rock Magnet School,Sulphur Rock,AR,Unknown,Yes,Accidental discharge showing gun to other student in the parking lot
20151105GAVEM,2015/11/5,Fall,Vereen School,Moultrie,GA,Other,Yes,Student fired gun in SRO holster during physical confrontation
20151024TXEDS,2015/10/24,Fall,Ed White Middle School,San Antonio,TX,Middle,No,Adult male killed in school parking lot late at night
20151015TXKAS,2015/10/15,Fall,Karen Wagner High School,San Antonio,TX,High,Yes,Fired shots at principals car after friend reprimanded
20150930SDHAH,2015/9/30,Fall,Harrisburg High School,Harrisburg,SD,High,Yes,Suspected mental illness and inability to adjust to the new school
20150922NCCES,2015/9/22,Fall,Central Elementary School,Stateville,NC,Elementary,Yes,Wife shot estranged husband in school parking lot
20150911LANOL,2015/9/11,Fall,Northside High School,Lafayette,LA,High,No,Bystander shot during drive-by
20150903ORNEN,2015/9/3,Fall,Newberg High School,Newberg,OR,High,No,Shots fired off the school campus struck the beachers during a sporting event
20150825GAWSA,2015/8/25,Summer,W S Hornsby Elementary School,Augusta,GA,Elementary,Yes,Accidental discharge playing with gun in classroom
20150823TXWIR,2015/8/23,Summer,William Velasquez Elementary School,Richmond,TX,Elementary,No,Fired at random victims from the roof of the school
20150808TXPAP,2015/8/8,Summer,Paradise High School,Paradise,TX,High,No,Random shooting on school property - not directed at anyone
20150724TXELC,2015/7/24,Summer,Elolf Elementary School,Converse,TX,Elementary,No,Drug deal/robbery gone bad
20150705TXCOD,2015/7/5,Summer,Coppell Middle School East,Dallas,TX,High,No,Shots fired during dispute over money at basketball game
20150629TXJOS,2015/6/29,Summer,John Jay High School,San Antonio,TX,High,Yes,Police officer shot suspect after vehicle pursuit
20150627CTSAH,2015/6/27,Summer,Sarah J. Rawson Elementary School,Hartford,CT,Elementary,No,Four shot in school gym during basketball game
20150623NEFOF,2015/6/23,Summer,Fort Calhoun Elementary School,Fort Calhoun,NE,Elementary,No,Meeting in parking lot between non-students turned violent
20150604NCSOF,2015/6/4,Summer,South Macon Elementary School,Franklin,NC,Elementary,Yes,"Male and female came to school with several guns, shot/killed a cat, had plan to kill children"
20150527FLEVE,2015/5/27,Spring,Everglades City School,Everglades City,FL,K-12,No,"Fight between men behind school, one fired shots at the other"
20150524MISOF,2015/5/24,Spring,Southwestern Classical Academy,Flint,MI,Elementary,No,Shots fired during fight outside of school
20150521FLDUJ,2015/5/21,Spring,Duval County School Bus,Jacksonville,FL,High,Yes,Teen fired 5 shots into school bus injuring 2 teen girls
20150520TXROR,2015/5/20,Spring,Robinson High School,Robinson,TX,High,Yes,Suicide in school
20150512FLUNJ,2015/5/12,Spring,Unknown School (bus),Jacksonville,FL,,No,Shots struck school bus during gang related shooting
20150512AZCOT,2015/5/12,Spring,Corona del Sol High School,Tempe,AZ,High,Yes,Suicide is school breezeway at start of school day
20150505GACOC,2015/5/5,Spring,Conyers Middle School,Conyers,GA,Middle,Yes,Accidental shooting in school bathroom
